trip_id,pickup_datetime,pickup_zone,vehicle_type,passenger_count,trip_distance_km,trip_duration_min,payment_method,fare_amount
TRP111144,2024-03-10 23:26:18,Business District,Sedan,4,11.59,32.1,UPI,400.71
TRP109134,2024-06-14 16:18:56,Suburb,Sedan,1,2.31,6.6,Cash,121.77
TRP104874,2024-08-26 16:07:33,Residential,Auto,1,1.89,10.6,UPI,41.25
TRP100811,2025-04-25 01:02:13,Business District,Auto,5,2.86,8.5,UPI,69.25
TRP109367,2024-06-02 04:03:19,Residential,Auto,1,2.52,10.0,Card,103.09
TRP103316,2024-08-05 23:03:18,Mall,Mini,1,1.52,7.6,Card,139.27
TRP111402,2024-10-19 19:48:51,Business District,Mini,2,7.19,26.3,UPI,213.79
TRP101720,2024-02-18 11:16:15,Residential,Mini,5,8.52,33.0,UPI,227.11
TRP105572,2024-10-21 09:15:40,Airport,Mini,1,5.84,22.7,UPI,230.5
TRP105444,2024-08-12 01:06:47,Mall,Mini,3,2.15,7.1,Cash,144.22
TRP103315,2024-12-11 02:08:48,Mall,Sedan,2,7.96,21.6,UPI,237.63
TRP100107,2024-12-29 00:12:20,Railway Station,Mini,1,4.76,13.5,Card,192.24
TRP103369,2025-06-22 18:49:12,Residential,Sedan,2,1.08,10.0,UPI,125.41
TRP110603,2024-07-15 07:35:16,Railway Station,Mini,1,6.09,16.7,UPI,134.41
TRP105153,2025-05-22 06:41:21,Mall,Sedan,1,3.82,15.6,Cash,163.55
TRP101383,2025-05-04 18:14:45,Airport,Sedan,1,5.56,24.1,Cash,297.88
TRP110228,2025-02-22 14:51:27,Business District,Sedan,0,9.52,25.1,UPI,234.79
TRP102267,2024-03-05 13:22:24,Residential,SUV,2,3.74,12.0,Card,174.37
TRP105323,2024-11-04 18:15:05,Business District,Mini,4,3.01,16.2,UPI,129.27
TRP110370,2025-05-03 15:00:14,Residential,Mini,1,3.59,10.8,UPI,112.48
TRP105640,2025-01-05 19:31:15,Business District,SUV,1,5.39,26.6,UPI,292.95
TRP100217,2024-02-22 15:06:25,Mall,Mini,6,1.09,3.0,Wallet,75.72
TRP107520,2024-02-18 06:15:56,Mall,Sedan,1,8.78,30.0,UPI,214.38
TRP100908,2024-07-21 15:38:06,Residential,Mini,5,4.34,15.3,UPI,104.45
TRP111779,2024-10-19 11:10:50,Railway Station,Sedan,6,4.43,18.7,UPI,198.4
TRP107396,2025-04-27 07:21:23,Business District,Sedan,2,2.11,8.9,Cash,86.3
TRP104816,2025-05-23 20:11:56,Business District,Sedan,4,3.38,15.0,Cash,186.41
TRP108940,2024-01-23 02:41:53,Railway Station,Sedan,1,3.33,8.8,Card,145.62
TRP100510,2025-06-27 00:59:35,Business District,Auto,1,2.83,12.3,Wallet,110.46
TRP104338,2024-08-16 02:06:28,Residential,Auto,1,3.02,14.6,Card,128.49
TRP108575,2024-02-16 01:15:19,Mall,SUV,4,1.53,5.6,Card,186.57
TRP108923,2025-04-17 07:27:54,Mall,SUV,4,2.66,9.5,UPI,154.75
TRP103115,2024-12-09 03:03:55,Suburb,Sedan,1,2.94,10.3,Cash,145.02
TRP100573,2024-01-27 21:25:33,Airport,SUV,1,8.39,27.8,UPI,447.07
TRP110132,2024-10-01 17:38:01,Railway Station,Sedan,1,10.5,45.3,UPI,378.74
TRP100039,2024-12-10 21:19:49,Residential,Sedan,2,4.64,20.0,Card,211.91
TRP109336,2024-06-16 08:07:07,Mall,Sedan,3,2.21,9.5,Cash,135.58
TRP105494,2024-09-28 09:01:36,Business District,SUV,1,2.0,15.6,Cash,180.32
TRP107841,2024-05-28 11:36:25,Residential,SUV,1,15.72,59.7,Card,639.1
TRP106029,2025-02-24 01:24:21,Suburb,Sedan,2,8.83,17.7,Card,240.63
TRP104012,2024-09-24 03:19:51,Residential,Auto,1,2.23,,Card,88.48
TRP101498,2024-09-12 02:34:51,Residential,Sedan,1,3.2,13.3,UPI,160.44
TRP102620,2024-08-02 07:07:11,Residential,Sedan,2,4.49,13.6,UPI,122.34
TRP107078,2025-02-03 23:13:25,Railway Station,Mini,2,4.04,12.2,UPI,165.07
TRP104720,2024-01-29 06:07:43,Airport,Sedan,2,9.64,26.4,UPI,294.71
TRP111122,2025-05-24 06:42:16,Residential,Sedan,4,1.93,,Cash,89.29
TRP110845,2025-05-19 08:37:12,Business District,Sedan,6,6.67,26.9,UPI,227.11
TRP111011,2024-03-27 19:08:41,Suburb,Mini,2,3.05,11.4,UPI,96.29
TRP107665,2024-02-13 00:12:47,Railway Station,Auto,2,3.1,11.1,Cash,104.05
TRP105070,2025-03-02 16:19:42,Residential,Auto,2,4.49,16.5,Card,92.11
TRP100346,2025-06-25 07:04:48,Business District,Auto,2,2.89,7.7,UPI,52.7
TRP106178,2025-04-22 15:40:57,Railway Station,Sedan,2,5.19,13.0,Card,163.68
TRP102534,2025-06-18 08:01:18,Residential,Sedan,6,2.1,11.0,Wallet,156.47
TRP102328,2024-03-21 04:30:08,Business District,Auto,2,6.04,15.0,Card,145.24
TRP108960,2024-05-11 20:28:21,Railway Station,Mini,5,2.71,12.2,UPI,96.22
TRP103898,2025-05-20 00:42:29,Airport,Sedan,3,3.78,13.6,UPI,190.16
TRP110511,2024-10-10 18:39:14,Suburb,Mini,1,3.43,18.4,UPI,168.78
TRP104308,2025-04-12 20:17:54,Railway Station,Sedan,1,3.23,16.5,Cash,163.12
TRP107058,2025-06-18 11:09:15,Railway Station,Mini,1,2.28,11.3,Card,844.3366804004169
TRP105407,2024-01-12 20:56:25,Suburb,SUV,1,7.43,26.3,UPI,262.54
TRP110792,2024-01-23 07:06:34,Residential,Mini,1,4.17,11.0,Cash,119.39
TRP106162,2024-12-25 23:39:11,Airport,Sedan,1,3.43,8.3,Card,254.43
TRP102701,2024-04-30 18:45:31,Business District,Mini,1,2.45,13.5,UPI,125.0
TRP103107,2025-05-06 20:02:43,Railway Station,SUV,2,1.87,,Wallet,163.76
TRP103573,2025-06-04 06:55:16,Residential,SUV,1,3.34,13.8,UPI,200.61
TRP106651,2024-02-20 11:49:23,Railway Station,Auto,1,7.05,32.1,UPI,195.44
TRP108762,2025-04-04 17:49:26,Suburb,Auto,3,2.92,15.4,UPI,79.34
TRP109731,2025-05-16 09:16:17,Business District,Sedan,1,8.21,41.0,Cash,289.16
TRP110769,2024-08-07 23:59:47,Railway Station,Mini,2,3.11,13.1,UPI,132.83
TRP109815,2024-04-29 14:39:08,Suburb,SUV,0,2.61,7.2,UPI,156.99
TRP101923,2024-07-16 07:27:40,Railway Station,Sedan,1,6.17,13.1,Cash,152.87
TRP108715,2024-05-12 13:22:32,Suburb,Sedan,1,3.28,19.1,UPI,118.22
TRP111262,2024-03-02 19:35:57,Business District,Auto,1,3.87,23.2,Cash,80.13
TRP106196,2024-04-02 18:54:05,Residential,Sedan,1,6.0,26.1,Cash,210.57
TRP102372,2024-08-05 14:01:50,Railway Station,Mini,2,3.27,13.8,Card,127.42
TRP104093,2024-10-25 15:43:40,Suburb,SUV,2,19.61,40.1,UPI,517.79
TRP110599,2024-10-15 13:38:55,Residential,SUV,3,2.07,8.0,UPI,131.8
TRP110497,2024-07-31 13:44:42,Business District,Sedan,1,7.28,22.2,Card,215.2
TRP104773,2024-07-02 04:18:05,Airport,Mini,2,12.79,26.7,Card,323.0
TRP100177,2024-03-29 01:18:19,Airport,Mini,5,4.1,15.3,Card,201.48
TRP102377,2025-06-23 07:19:41,Suburb,Sedan,2,2.29,6.0,UPI,113.8
TRP101701,2024-04-07 10:18:03,Railway Station,Mini,2,1.73,11.4,UPI,144.01
TRP108346,2024-07-07 17:42:06,Business District,SUV,2,4.77,23.3,Cash,275.63
TRP108292,2024-02-12 06:29:29,Railway Station,Mini,1,3.73,13.1,Cash,118.63
TRP103519,2025-03-27 00:04:18,Mall,SUV,3,4.56,15.0,UPI,250.57
TRP109675,2024-08-27 14:11:36,Mall,SUV,1,7.03,19.1,UPI,252.02
TRP109713,2025-03-16 23:41:59,Railway Station,Auto,3,9.45,29.3,Wallet,207.77
TRP106174,2024-10-25 13:26:36,Residential,Mini,1,1.21,9.6,UPI,57.36
TRP108735,2024-06-04 01:36:43,Airport,Sedan,2,2.48,8.6,Wallet,203.24
TRP109059,2025-04-13 02:33:39,Railway Station,Sedan,6,8.89,21.8,UPI,394.62
TRP100457,2024-12-12 03:36:35,Business District,Mini,3,3.65,12.1,Wallet,111.89
TRP111514,2024-02-13 16:34:28,Railway Station,Mini,3,24.15,84.3,UPI,402.54
TRP101355,2024-09-28 07:35:42,Residential,Auto,1,2.48,6.3,Cash,40.98
TRP111055,2024-09-16 17:24:50,Airport,Sedan,4,6.92,22.1,Cash,334.18
TRP103449,2024-09-15 23:54:40,Railway Station,Mini,2,3.67,16.6,UPI,176.67
TRP107290,2024-05-09 07:15:43,Railway Station,SUV,1,7.02,20.9,Cash,258.17
TRP111685,2025-01-19 10:56:01,Residential,Sedan,2,4.54,19.8,UPI,214.25
TRP108677,2024-03-09 00:53:33,Airport,SUV,3,2.79,15.5,Cash,337.24
TRP101586,2025-03-25 12:12:28,Suburb,Sedan,1,1.0,6.2,Card,116.29
TRP105159,2024-06-05 16:42:51,Railway Station,Sedan,1,14.06,30.7,UPI,323.62
TRP107440,2025-04-09 15:59:19,Railway Station,Auto,3,2.25,10.5,UPI,38.23
TRP111864,2024-10-28 18:04:27,Suburb,Sedan,1,5.06,26.8,Cash,204.28
TRP110654,2025-02-22 03:34:34,Residential,Auto,4,2.31,11.9,UPI,120.18
TRP101010,2024-05-26 17:53:23,Business District,Auto,1,2.01,8.7,Cash,62.2
TRP106085,2024-07-31 10:04:02,Suburb,Auto,2,6.14,24.2,Cash,118.62
TRP102348,2024-10-02 06:45:23,Residential,Sedan,4,6.15,16.5,UPI,203.28
TRP104619,2025-03-27 07:27:55,Business District,Mini,4,2.62,16.7,Card,118.52
TRP110018,2024-04-21 14:00:28,Suburb,Mini,2,6.11,17.7,UPI,138.98
TRP105317,2024-06-20 22:59:11,Suburb,SUV,1,2.48,10.4,Cash,163.59
TRP111850,2025-04-24 02:08:34,Airport,Sedan,1,8.57,22.4,UPI,307.77
TRP108409,2024-02-03 15:31:15,Residential,Sedan,1,0.99,6.2,Wallet,71.47
TRP110550,2024-04-07 01:42:32,Residential,Mini,5,4.26,11.3,UPI,197.04
TRP107018,2024-11-25 01:23:19,Railway Station,SUV,4,2.32,10.5,Card,208.18
TRP103295,2024-04-25 14:49:35,Mall,SUV,3,9.44,20.7,Card,288.46
TRP103944,2025-02-04 06:51:47,Residential,Sedan,3,4.91,9.8,Cash,152.23
TRP105025,2025-01-18 08:19:23,Business District,Mini,3,10.09,41.9,Cash,262.53
TRP111473,2024-05-10 00:05:04,Suburb,SUV,6,6.47,20.9,Card,263.34
TRP103059,2024-05-15 14:33:50,Residential,Mini,3,5.17,18.3,Wallet,124.82
TRP103312,2024-05-02 16:19:51,Residential,SUV,1,4.1,14.2,Cash,192.69
TRP104111,2025-06-18 00:18:41,Railway Station,SUV,3,2.66,6.7,UPI,209.26
TRP107655,2024-12-01 03:30:44,Airport,Auto,2,11.2,26.5,UPI,279.37
TRP100303,2025-05-04 07:17:26,Business District,Sedan,1,0.82,7.6,Cash,90.43
TRP103231,2025-01-04 10:04:09,Airport,Sedan,1,1.83,7.3,Cash,199.61
TRP109228,2024-10-26 22:15:50,Suburb,Mini,1,2.76,9.8,UPI,103.37
TRP106319,2024-03-06 18:04:41,Mall,Sedan,2,3.57,25.7,Cash,156.21
TRP102009,2024-09-28 05:15:22,Railway Station,Mini,1,3.01,13.6,UPI,96.2
TRP104541,2024-08-31 15:58:43,Airport,Sedan,5,3.38,14.9,Cash,200.6
TRP100210,2024-05-22 13:58:42,Suburb,Sedan,4,4.48,18.1,Wallet,187.11
TRP105689,2025-04-28 17:51:37,Suburb,Sedan,1,5.73,20.8,UPI,197.08
TRP111103,2024-06-04 09:48:37,Residential,Auto,1,1.78,16.1,UPI,40.84
TRP100651,2024-12-22 07:30:16,Business District,Mini,2,1.73,6.0,UPI,71.21
TRP108303,2024-11-13 03:44:17,Business District,Auto,1,3.46,5.5,Card,91.3
TRP107625,2024-06-18 06:17:06,Suburb,Mini,5,3.87,10.9,Cash,95.36
TRP110196,2024-06-09 19:51:46,Residential,Mini,2,1.58,14.2,Card,119.55
TRP102876,2025-05-26 03:39:45,Residential,Sedan,1,5.57,13.8,UPI,201.78
TRP102210,2025-02-26 18:53:51,Mall,Sedan,2,16.06,82.9,UPI,572.73
TRP110101,2024-10-21 10:22:28,Suburb,Mini,2,4.0,23.8,UPI,206.87
TRP104053,2024-01-04 04:49:53,Residential,SUV,1,5.02,17.5,Wallet,263.1
TRP104680,2024-02-07 17:59:11,Residential,SUV,2,3.73,14.9,Card,240.63
TRP111944,2024-04-30 16:16:29,Residential,SUV,1,3.04,11.4,UPI,166.06
TRP108887,2024-09-26 21:06:35,Residential,Auto,5,2.88,10.7,UPI,80.77
TRP108117,2025-02-08 05:09:09,Suburb,Sedan,4,9.42,28.3,UPI,265.79
TRP101665,2024-08-04 07:21:56,Residential,Sedan,1,12.37,29.0,Cash,278.72
TRP103139,2024-09-25 14:17:48,Residential,Sedan,3,2.09,11.3,Wallet,113.26
TRP102128,2024-06-23 23:42:58,Residential,Mini,2,22.14,64.0,Cash,569.89
TRP101747,2024-07-24 22:06:13,Mall,Sedan,1,3.32,13.3,Cash,138.22
TRP108746,2025-01-30 01:59:16,Residential,Mini,1,3.59,12.8,UPI,149.86
TRP108075,2025-05-03 19:46:55,Residential,Mini,1,3.94,15.2,Card,150.16
TRP101692,2024-12-24 22:43:27,Railway Station,SUV,1,3.72,9.7,UPI,179.55
TRP107566,2025-05-21 14:39:15,Mall,Mini,1,1.08,7.5,Card,62.98
TRP106223,2024-11-21 01:48:17,Residential,Auto,3,3.35,8.7,Card,101.05
TRP104201,2024-03-12 09:22:18,Residential,Auto,2,6.54,30.2,Card,125.01
TRP105440,2025-03-16 20:47:25,Airport,Sedan,3,1.97,15.9,UPI,209.87
TRP108983,2024-01-09 20:51:16,Residential,Sedan,3,3.61,20.0,UPI,179.5
TRP100398,2024-06-02 03:47:05,Mall,Sedan,1,3.49,10.2,UPI,187.19
TRP101393,2025-02-09 07:20:03,Residential,SUV,1,2.73,12.7,Card,188.83
TRP100927,2024-06-13 12:47:37,Railway Station,Sedan,1,3.38,11.5,Cash,136.11
TRP100321,2024-02-28 19:50:14,Residential,Mini,2,1.73,12.8,Cash,96.55
TRP102760,2024-08-23 08:49:28,Business District,Mini,1,2.15,15.9,Cash,119.78
TRP110171,2025-03-29 08:13:19,Mall,Sedan,2,4.31,20.5,Cash,206.5
TRP104192,2024-11-04 05:52:21,Railway Station,Mini,1,2.55,10.4,UPI,164.31
TRP106415,2025-06-19 15:42:19,Railway Station,Mini,4,13.48,34.2,Cash,233.04
TRP111063,2024-07-24 12:40:13,Residential,Sedan,2,4.32,17.6,Cash,138.61
TRP110657,2024-06-03 10:17:28,Residential,Mini,1,14.22,65.9,UPI,376.99
TRP101022,2025-04-19 05:05:34,Mall,Auto,1,3.94,11.5,UPI,102.59
TRP106475,2025-01-26 15:51:03,Residential,Mini,1,9.52,28.7,Card,175.06
TRP111217,2025-03-04 03:48:47,Residential,Sedan,2,8.41,26.0,Wallet,296.17
TRP101608,2024-05-09 00:13:09,Residential,Mini,1,2.88,15.1,Cash,140.77
TRP110308,2024-11-17 21:12:32,Residential,Mini,1,4.89,17.2,UPI,142.79
TRP107347,2024-07-22 19:16:52,Railway Station,SUV,1,3.22,12.9,UPI,224.7
TRP110440,2024-02-26 04:48:43,Railway Station,SUV,1,1.28,4.0,UPI,111.31
TRP102069,2024-04-13 11:08:39,Business District,SUV,1,2.71,13.2,UPI,176.7
TRP110557,2025-06-13 08:03:53,Airport,Mini,1,2.56,12.2,UPI,228.83
TRP111128,2024-03-26 06:23:20,Suburb,Mini,3,7.71,17.3,UPI,193.72
TRP100764,2024-07-15 23:42:01,Residential,Mini,6,3.06,12.0,Card,137.18
TRP106660,2024-05-30 03:13:05,Residential,Mini,1,3.6,8.8,Card,134.36
TRP111598,2025-02-19 02:38:50,Mall,Auto,1,4.09,14.6,UPI,121.63
TRP102318,2025-02-26 22:40:16,Mall,Sedan,2,5.52,14.4,UPI,166.65
TRP108247,2024-01-23 07:52:08,Suburb,Mini,2,6.15,20.8,Card,155.57
TRP111777,2024-06-24 13:23:30,Business District,Sedan,1,5.4,24.8,UPI,150.23
TRP108372,2025-06-01 11:17:35,Railway Station,Mini,4,2.44,18.0,Cash,114.78
TRP101078,2024-08-16 02:14:40,Suburb,Sedan,2,3.01,12.7,Cash,176.88
TRP107717,2025-03-18 06:49:43,Residential,Sedan,1,9.96,23.8,Wallet,259.91
TRP108593,2025-01-10 16:21:39,Residential,Mini,2,2.23,10.4,UPI,74.79
TRP107501,2024-03-27 08:01:42,Mall,Auto,2,4.52,19.4,UPI,140.41
TRP103060,2024-06-17 08:23:53,Suburb,SUV,1,2.07,8.3,Cash,135.48
TRP105711,2025-06-06 15:42:11,Railway Station,Sedan,1,4.84,13.3,Cash,119.73
TRP111350,2025-02-15 22:03:58,Railway Station,SUV,1,4.65,15.2,Cash,281.5
TRP100473,2024-09-12 04:34:06,Mall,Sedan,2,1.83,3.1,Cash,161.84
TRP108233,2024-10-11 16:38:47,Railway Station,Mini,1,9.59,19.9,UPI,217.69
TRP101470,2025-05-05 04:40:08,Residential,Mini,1,3.87,14.8,UPI,180.26
TRP105662,2024-09-09 16:31:02,Residential,Sedan,1,9.3,36.5,UPI,1683.1758241799766
TRP104110,2024-03-23 14:41:17,Railway Station,Sedan,2,3.89,15.0,UPI,117.99
TRP110375,2024-04-23 13:17:13,Residential,Sedan,1,8.14,16.1,Card,222.98
TRP105411,2024-06-18 20:01:20,Residential,Auto,4,10.43,33.6,UPI,151.72
TRP108366,2024-12-22 02:32:41,Business District,Mini,1,3.41,11.5,Wallet,171.4
TRP105945,2025-05-25 10:51:58,Mall,Mini,1,4.27,18.9,Wallet,135.98
TRP104608,2024-06-26 06:07:50,Suburb,SUV,2,8.72,20.9,Cash,296.45
TRP100895,2024-11-29 21:40:02,Railway Station,Auto,1,11.12,39.3,Wallet,217.53
TRP108240,2025-04-29 07:45:33,Business District,Auto,1,2.32,4.8,UPI,44.73
TRP102039,2024-06-07 03:44:49,Railway Station,Mini,1,3.09,12.1,UPI,140.16
TRP108859,2024-02-24 15:23:31,Mall,Auto,1,4.81,21.7,UPI,100.75
TRP102992,2025-04-12 12:01:29,Airport,Sedan,2,2.09,11.9,UPI,172.35
TRP107608,2024-12-29 16:34:06,Residential,Mini,3,3.67,13.8,Cash,91.97
TRP101766,2024-10-02 08:04:45,Railway Station,Sedan,1,8.06,36.4,UPI,282.91
TRP101142,2025-05-23 12:59:23,Suburb,SUV,4,1.58,11.5,UPI,139.16
TRP103698,2025-02-18 18:21:45,Mall,Sedan,4,9.38,43.6,UPI,292.95
TRP104454,2024-01-22 03:47:50,Business District,SUV,2,6.46,16.5,Cash,290.06
TRP100251,2024-09-26 17:15:20,Residential,Auto,1,10.49,45.7,Cash,197.09
TRP102585,2024-07-20 22:05:50,Suburb,Auto,1,14.82,34.1,Cash,262.84
TRP109626,2024-05-09 01:26:19,Business District,Mini,1,3.06,7.1,UPI,157.95
TRP103017,2024-11-22 11:45:57,Railway Station,Auto,1,4.08,14.1,Cash,84.9
TRP106081,2025-01-02 10:49:57,Mall,Mini,3,4.23,15.0,UPI,181.85
TRP103154,2025-04-07 22:03:15,Airport,Mini,1,2.89,11.4,UPI,132.76
TRP105265,2025-01-16 15:05:20,Business District,Sedan,2,2.66,13.3,UPI,107.9
TRP110121,2024-04-25 01:00:41,Business District,SUV,1,3.48,10.8,Cash,193.68
TRP106929,2024-12-04 08:44:24,Business District,Auto,2,4.01,16.1,UPI,108.37
TRP101791,2025-04-26 01:05:47,Residential,Mini,4,3.03,8.6,UPI,154.19
TRP106532,2025-02-20 19:44:29,Residential,Sedan,1,1.68,7.1,UPI,87.29
TRP101068,2024-07-01 03:51:58,Suburb,Sedan,2,4.58,18.3,UPI,169.13
TRP111904,2024-12-16 00:30:26,Residential,Mini,1,5.89,17.7,UPI,164.55
TRP110582,2025-02-20 06:30:49,Business District,Sedan,2,5.67,18.4,UPI,179.48
TRP106385,2024-04-28 01:39:02,Suburb,SUV,2,2.65,11.0,Cash,296.37
TRP111070,2024-07-20 16:29:22,Suburb,Auto,5,5.3,12.5,Cash,96.92
TRP103037,2024-06-03 08:21:36,Residential,Sedan,1,1.65,10.3,Card,156.27
TRP110456,2025-05-14 19:54:14,Railway Station,Sedan,1,9.16,37.1,Card,329.0
TRP111763,2024-07-26 15:34:18,Suburb,Mini,1,1.3,7.4,UPI,79.71
TRP108314,2024-12-29 02:14:55,Suburb,Mini,1,7.64,20.9,UPI,282.79
TRP101683,2025-03-10 15:09:29,Mall,Mini,2,3.71,11.5,UPI,83.02
TRP105120,2025-01-05 08:34:55,Suburb,Sedan,2,2.29,11.0,Cash,155.07
TRP110116,2024-03-29 00:15:47,Business District,Sedan,2,5.33,18.8,Cash,216.43
TRP106098,2025-04-29 01:27:17,Business District,Sedan,1,9.58,23.5,UPI,267.73
TRP101153,2025-05-11 14:46:21,Residential,Mini,3,5.77,23.4,UPI,126.08
TRP107856,2024-10-17 03:50:05,Business District,Auto,3,3.07,12.2,Cash,87.46
TRP111671,2024-02-11 05:22:15,Suburb,Sedan,2,1.89,5.1,Cash,134.49
TRP101121,2024-02-15 22:14:50,Business District,Mini,1,5.47,,Card,127.22
TRP104074,2024-01-13 03:48:38,Residential,Mini,5,3.77,13.4,UPI,155.09
TRP106663,2024-02-13 15:32:02,Mall,Auto,1,5.0,20.5,Cash,65.0
TRP108812,2024-03-30 05:34:38,Railway Station,Sedan,1,5.41,13.5,Card,201.08
TRP101217,2025-02-03 21:32:47,Residential,Mini,2,8.12,42.0,Wallet,291.92
TRP108833,2024-06-06 01:37:47,Residential,Sedan,5,4.42,15.7,UPI,214.67
TRP105044,2024-12-07 21:11:28,Suburb,Mini,1,3.85,18.6,UPI,162.55
TRP106486,2024-03-03 16:47:36,Business District,Auto,1,2.04,8.3,UPI,66.2
TRP105225,2024-02-17 02:38:21,Airport,Sedan,1,3.21,13.5,UPI,289.59
TRP106041,2024-11-19 14:07:03,Railway Station,Mini,2,6.09,20.1,UPI,108.57
TRP111395,2024-01-25 03:19:06,Railway Station,Mini,3,8.03,24.9,Card,214.66
TRP104754,2024-03-14 01:08:14,Suburb,Sedan,2,11.12,31.8,UPI,310.99
TRP102168,2025-06-18 02:23:27,Airport,Auto,1,5.96,17.8,Card,194.91
TRP104901,2024-04-13 07:48:49,Residential,Sedan,1,3.15,14.0,Wallet,131.34
TRP102675,2025-06-09 08:06:33,Mall,Sedan,2,5.15,20.2,Cash,201.95
TRP109272,2024-04-30 15:02:19,Suburb,Sedan,4,11.16,21.0,UPI,216.2
TRP109809,2024-05-16 02:29:18,Residential,Mini,1,9.35,28.6,UPI,242.71
TRP105349,2024-03-07 08:47:04,Suburb,Mini,2,3.54,16.9,UPI,140.6
TRP105643,2025-04-24 16:11:11,Mall,SUV,4,6.95,17.0,UPI,257.23
TRP108439,2024-07-01 14:48:06,Business District,Mini,2,1.4,6.9,Cash,79.16
TRP104830,2024-05-09 05:44:34,Business District,SUV,5,4.19,,Cash,239.52
TRP111306,2025-05-12 21:09:54,Residential,Sedan,5,2.42,12.7,Cash,126.79
TRP107799,2025-02-18 01:28:15,Business District,Sedan,2,4.52,20.0,UPI,200.19
TRP106848,2024-10-15 15:35:32,Business District,Mini,1,3.72,11.0,Cash,112.2
TRP109750,2024-07-30 13:48:25,Residential,Auto,4,2.79,6.4,Cash,69.62
TRP108327,2024-01-11 14:17:53,Business District,Auto,1,9.29,27.1,Wallet,119.87
TRP107571,2025-05-20 20:26:16,Business District,Mini,1,1.45,8.2,Wallet,124.4
TRP103857,2024-06-26 15:57:34,Residential,SUV,3,2.56,10.9,Card,172.15
TRP100248,2025-03-05 15:21:36,Residential,Sedan,1,4.67,,Wallet,141.86
TRP110291,2025-02-24 07:56:31,Suburb,Auto,2,1.59,11.0,Card,45.0
TRP110572,2024-11-28 05:08:01,Business District,Auto,2,3.94,14.0,Cash,97.67
TRP102727,2024-11-13 08:11:25,Residential,Sedan,2,2.56,14.5,UPI,169.02
TRP107700,2024-07-19 05:48:05,Residential,Sedan,0,3.95,11.4,UPI,184.51
TRP105471,2024-02-01 04:16:42,Business District,Mini,1,1.54,6.8,Card,115.13
TRP104089,2024-01-24 02:54:12,Business District,Auto,4,8.03,23.6,Cash,139.53
TRP103485,2024-07-04 20:31:22,Suburb,SUV,1,2.92,14.6,UPI,243.29
TRP100562,2024-09-26 05:22:00,Mall,Auto,1,7.75,17.8,UPI,108.52
TRP109968,2024-04-13 13:07:34,Airport,Sedan,1,1.88,8.1,Card,162.55
TRP109578,2024-05-29 17:30:27,Business District,Sedan,3,1.78,,UPI,155.23
TRP107903,2024-03-02 01:37:15,Railway Station,Sedan,1,8.74,19.3,Cash,359.28
TRP103931,2025-01-18 18:33:37,Railway Station,SUV,2,3.77,24.0,UPI,259.93
TRP108625,2024-12-04 08:15:07,Residential,Mini,1,11.24,44.1,Cash,295.09
TRP108184,2024-04-29 17:20:13,Mall,Sedan,5,1.24,7.1,UPI,140.11
TRP100914,2024-11-19 05:05:10,Business District,SUV,2,1.98,9.0,Card,177.68
TRP107020,2024-03-08 18:38:18,Suburb,Mini,4,5.68,24.9,Card,188.98
TRP110109,2025-06-18 17:26:49,Airport,Sedan,2,3.74,17.3,Cash,227.12
TRP111822,2024-05-24 05:17:57,Mall,Sedan,1,7.58,24.9,UPI,216.27
TRP108718,2025-05-23 04:46:06,Railway Station,Auto,1,5.07,20.3,Cash,127.18
TRP111368,2024-04-16 14:54:43,Airport,Mini,6,1.21,4.7,UPI,141.96
TRP102766,2025-06-26 11:23:14,Residential,Mini,1,4.77,38.7,Cash,193.79
TRP103016,2024-04-27 15:50:54,Mall,Sedan,2,3.13,10.0,UPI,147.5
TRP109720,2025-02-27 06:06:25,Residential,Sedan,1,3.35,13.7,Cash,132.51
TRP101516,2024-09-20 12:22:55,Residential,Sedan,2,4.08,14.9,Cash,135.99
TRP109088,2024-05-17 17:29:39,Business District,Mini,1,3.42,17.6,UPI,156.86
TRP109475,2024-01-10 16:04:42,Residential,Mini,1,2.18,8.3,Cash,95.76
TRP100862,2024-03-06 15:30:05,Airport,SUV,6,8.48,23.3,Cash,334.65
TRP104688,2024-02-06 06:04:58,Residential,Sedan,3,5.06,19.0,Card,139.84
TRP108975,2025-04-18 15:31:49,Railway Station,Mini,3,2.43,7.9,UPI,85.31
TRP103143,2025-02-20 20:27:21,Mall,Sedan,6,2.88,14.1,Card,166.37
TRP110441,2024-08-22 00:01:11,Mall,SUV,4,3.27,11.2,UPI,189.62
TRP105195,2024-11-06 09:10:40,Residential,Mini,2,5.57,26.5,Wallet,179.54
TRP100592,2024-05-10 23:21:41,Residential,SUV,2,4.62,17.5,Wallet,237.1
TRP105500,2025-01-30 07:27:23,Residential,Mini,3,1.71,8.6,Cash,84.27
TRP103349,2024-03-27 19:50:58,Business District,Sedan,1,8.98,41.8,Card,315.75
TRP110329,2024-05-16 03:21:58,Airport,Auto,1,1.59,7.1,Cash,169.83
TRP101783,2025-06-05 08:59:18,Airport,Sedan,1,10.0,39.7,UPI,431.91
TRP108493,2025-03-12 21:49:12,Residential,SUV,1,7.96,29.0,UPI,346.78
TRP107111,2025-05-20 12:14:09,Residential,SUV,1,8.91,21.7,Cash,300.77
TRP100180,2025-05-27 04:13:31,Business District,SUV,2,6.9,13.7,Card,290.84
TRP108443,2024-04-29 06:03:43,Business District,Mini,4,7.41,17.9,Cash,148.1
